customer_id,age,age_group,gender,education,employment_status,marital_status,city_tier,occupation,customer_since,customer_tenure_years,income_band
CUST-07883,45,35-49,Male,High School,Unemployed,Married,Tier 1,Unemployed,2021-10-12,4.22,Low (<$2.5k)
CUST-07884,46,35-49,Male,Associate,Employed,Single,Tier 1,Other,2022-02-15,3.87,Middle ($2.5k-$6k)
CUST-07885,32,25-34,Male,Bachelor'S,Employed,Married,Tier 1,Other,2020-07-09,5.48,Middle ($2.5k-$6k)
CUST-07886,52,50-64,Female,Associate,Employed,Married,Tier 2,Retail/Hospitality,2023-05-24,2.61,Middle ($2.5k-$6k)
CUST-07887,23,18-24,Male,Master'S,Employed,Single,Tier 1,Retail/Hospitality,2022-04-22,3.69,Upper-Middle ($6k-$10k)
CUST-07888,29,25-34,Female,Doctorate,Employed,Married,Tier 3,Finance/Banking,2022-02-25,3.85,High (>$10k)
CUST-07889,64,50-64,Female,Bachelor'S,Employed,Single,Tier 1,Healthcare,2019-07-20,6.45,Upper-Middle ($6k-$10k)
CUST-07890,55,50-64,Female,High School,Employed,Single,Tier 2,Education,2020-09-15,5.29,Middle ($2.5k-$6k)
CUST-07891,30,25-34,Female,Associate,Employed,Divorced,Tier 2,Healthcare,2020-05-16,5.63,Middle ($2.5k-$6k)
CUST-07892,46,35-49,Male,High School,Employed,Single,Tier 1,Retail/Hospitality,2020-04-26,5.68,Middle ($2.5k-$6k)
CUST-07893,36,35-49,Female,Bachelor'S,Self-Employed,Married,Tier 1,Software/Tech,2024-01-29,1.92,Upper-Middle ($6k-$10k)
CUST-07894,20,18-24,Female,Master'S,Self-Employed,Married,Tier 2,Software/Tech,2022-05-20,3.62,Upper-Middle ($6k-$10k)
CUST-07895,25,25-34,Non-Binary,Bachelor'S,Employed,Divorced,Tier 1,Education,2022-10-19,3.2,Middle ($2.5k-$6k)
CUST-07896,25,25-34,Female,Bachelor'S,Employed,Married,Tier 2,Education,2021-07-13,4.47,Middle ($2.5k-$6k)
CUST-07897,72,65+,Female,Bachelor'S,Retired,Single,Tier 2,Retired,2019-01-11,6.97,Upper-Middle ($6k-$10k)
CUST-07898,75,65+,Male,Master'S,Retired,Divorced,Tier 2,Retired,2023-11-22,2.11,Upper-Middle ($6k-$10k)
CUST-07899,37,35-49,Female,Associate,Employed,Married,Tier 2,Healthcare,2024-02-15,1.88,Upper-Middle ($6k-$10k)
CUST-07900,64,50-64,Female,Master'S,Employed,Married,Tier 1,Healthcare,2018-12-04,7.07,High (>$10k)
CUST-07901,21,18-24,Female,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2024-05-23,1.61,Upper-Middle ($6k-$10k)
CUST-07902,68,65+,Female,Associate,Employed,Single,Tier 1,Software/Tech,2021-08-04,4.41,Upper-Middle ($6k-$10k)
CUST-07903,38,35-49,Male,Doctorate,Unemployed,Single,Tier 1,Unemployed,2021-03-18,4.79,Middle ($2.5k-$6k)
CUST-07904,20,18-24,Non-Binary,Doctorate,Student,Married,Tier 1,Student,2022-03-25,3.77,Low (<$2.5k)
CUST-07905,62,50-64,Non-Binary,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2021-01-15,4.96,High (>$10k)
CUST-07906,25,25-34,Male,Master'S,Self-Employed,Single,Tier 2,Education,2021-10-30,4.17,Middle ($2.5k-$6k)
CUST-07907,40,35-49,Female,Associate,Employed,Single,Tier 2,Management/Executive,2020-02-23,5.85,Upper-Middle ($6k-$10k)
CUST-07908,33,25-34,Male,Bachelor'S,Employed,Married,Tier 1,Other,2021-07-18,4.45,Middle ($2.5k-$6k)
CUST-07909,30,25-34,Female,High School,Employed,Single,Tier 1,Finance/Banking,2024-06-13,1.55,Middle ($2.5k-$6k)
CUST-07910,20,18-24,Male,Bachelor'S,Student,Divorced,Tier 1,Student,2018-08-27,7.35,Low (<$2.5k)
CUST-07911,65,65+,Non-Binary,Bachelor'S,Retired,Single,Tier 2,Retired,2021-10-16,4.21,Middle ($2.5k-$6k)
CUST-07912,26,25-34,Male,High School,Employed,Divorced,Tier 2,Healthcare,2023-09-17,2.29,Middle ($2.5k-$6k)
CUST-07913,31,25-34,Female,Bachelor'S,Employed,Widowed,Tier 2,Healthcare,2024-03-05,1.82,Middle ($2.5k-$6k)
CUST-07914,30,25-34,Male,High School,Unemployed,Married,Tier 3,Unemployed,2020-07-27,5.43,Low (<$2.5k)
CUST-07915,70,65+,Male,High School,Retired,Single,Tier 1,Retired,2022-01-05,3.99,Middle ($2.5k-$6k)
CUST-07916,74,65+,Female,Associate,Retired,Single,Tier 1,Retired,2021-08-07,4.4,Upper-Middle ($6k-$10k)
CUST-07917,24,18-24,Male,Bachelor'S,Employed,Single,Tier 3,Retail/Hospitality,2019-10-28,6.18,Upper-Middle ($6k-$10k)
CUST-07918,32,25-34,Female,Associate,Employed,Married,Tier 2,Retail/Hospitality,2024-03-25,1.77,Middle ($2.5k-$6k)
CUST-07919,24,18-24,Non-Binary,Associate,Unemployed,Single,Tier 2,Unemployed,2024-11-03,1.16,Low (<$2.5k)
CUST-07920,55,50-64,Female,Associate,Employed,Single,Tier 3,Trades/Manufacturing,2020-03-04,5.83,Middle ($2.5k-$6k)
CUST-07921,51,50-64,Female,High School,Employed,Single,Tier 2,Retail/Hospitality,2024-08-12,1.39,Middle ($2.5k-$6k)
CUST-07922,58,50-64,Male,Bachelor'S,Employed,Single,Tier 2,Healthcare,2021-07-10,4.48,Upper-Middle ($6k-$10k)
CUST-07923,39,35-49,Male,Master'S,Employed,Single,Tier 2,Healthcare,2022-06-29,3.51,Upper-Middle ($6k-$10k)
CUST-07924,41,35-49,Female,High School,Employed,Single,Tier 2,Education,2024-02-09,1.89,Middle ($2.5k-$6k)
CUST-07925,66,65+,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2023-04-23,2.69,Upper-Middle ($6k-$10k)
CUST-07926,54,50-64,Female,High School,Employed,Married,Tier 1,Management/Executive,2023-12-29,2.01,Middle ($2.5k-$6k)
CUST-07927,61,50-64,Male,Associate,Employed,Single,Tier 3,Healthcare,2023-06-30,2.51,Middle ($2.5k-$6k)
CUST-07928,18,18-24,Female,Associate,Student,Married,Tier 3,Student,2022-05-20,3.62,Low (<$2.5k)
CUST-07929,27,25-34,Male,Master'S,Self-Employed,Married,Tier 1,Management/Executive,2021-11-14,4.13,Upper-Middle ($6k-$10k)
CUST-07930,60,50-64,Female,Bachelor'S,Self-Employed,Married,Tier 2,Healthcare,2020-09-14,5.3,High (>$10k)
CUST-07931,33,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Other,2021-10-03,4.24,Middle ($2.5k-$6k)
CUST-07932,63,50-64,Male,Bachelor'S,Employed,Divorced,Tier 1,Software/Tech,2021-01-08,4.98,Upper-Middle ($6k-$10k)
CUST-07933,25,25-34,Female,High School,Employed,Single,Tier 1,Other,2020-05-13,5.63,Low (<$2.5k)
CUST-07934,73,65+,Male,Master'S,Retired,Married,Tier 2,Retired,2018-01-23,7.94,Upper-Middle ($6k-$10k)
CUST-07935,66,65+,Female,Associate,Employed,Single,Tier 1,Retail/Hospitality,2024-06-23,1.52,Middle ($2.5k-$6k)
CUST-07936,42,35-49,Female,High School,Employed,Divorced,Tier 3,Software/Tech,2023-02-25,2.85,Middle ($2.5k-$6k)
CUST-07937,67,65+,Male,Associate,Retired,Single,Tier 3,Retired,2022-02-27,3.84,Middle ($2.5k-$6k)
CUST-07938,29,25-34,Female,Associate,Employed,Married,Tier 2,Retail/Hospitality,2020-01-01,6.0,Middle ($2.5k-$6k)
CUST-07939,42,35-49,Male,High School,Unemployed,Married,Tier 3,Unemployed,2020-03-19,5.79,Low (<$2.5k)
CUST-07940,34,25-34,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2021-09-18,4.28,Middle ($2.5k-$6k)
CUST-07941,43,35-49,Female,Associate,Employed,Married,Tier 1,Management/Executive,2021-05-21,4.61,Upper-Middle ($6k-$10k)
CUST-07942,63,50-64,Female,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2020-07-12,5.47,Upper-Middle ($6k-$10k)
CUST-07943,65,65+,Male,High School,Employed,Divorced,Tier 3,Software/Tech,2023-04-08,2.73,Middle ($2.5k-$6k)
CUST-07944,31,25-34,Male,Doctorate,Employed,Single,Tier 2,Trades/Manufacturing,2021-05-08,4.65,Middle ($2.5k-$6k)
CUST-07945,58,50-64,Female,High School,Employed,Single,Tier 2,Education,2019-06-29,6.51,Middle ($2.5k-$6k)
CUST-07946,53,50-64,Male,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2022-03-31,3.75,Upper-Middle ($6k-$10k)
CUST-07947,74,65+,Male,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2019-07-23,6.44,High (>$10k)
CUST-07948,40,35-49,Female,High School,Employed,Divorced,Tier 1,Education,2023-08-17,2.37,Middle ($2.5k-$6k)
CUST-07949,60,50-64,Female,High School,Employed,Married,Tier 1,Management/Executive,2020-08-23,5.36,Middle ($2.5k-$6k)
CUST-07950,23,18-24,Male,High School,Employed,Single,Tier 1,Finance/Banking,2020-04-27,5.68,Middle ($2.5k-$6k)
CUST-07951,64,50-64,Male,High School,Employed,Single,Tier 2,Healthcare,2018-03-05,7.82,Upper-Middle ($6k-$10k)
CUST-07952,22,18-24,Male,High School,Self-Employed,Married,Tier 2,Retail/Hospitality,2020-03-29,5.76,Low (<$2.5k)
CUST-07953,60,50-64,Male,Bachelor'S,Employed,Divorced,Tier 2,Trades/Manufacturing,2020-02-26,5.85,Upper-Middle ($6k-$10k)
CUST-07954,42,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Retail/Hospitality,2019-07-18,6.46,Upper-Middle ($6k-$10k)
CUST-07955,35,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2022-06-25,3.52,Upper-Middle ($6k-$10k)
CUST-07956,30,25-34,Non-Binary,High School,Employed,Divorced,Tier 3,Finance/Banking,2022-11-26,3.1,Middle ($2.5k-$6k)
CUST-07957,60,50-64,Female,Master'S,Employed,Married,Tier 2,Trades/Manufacturing,2023-06-12,2.55,High (>$10k)
CUST-07958,31,25-34,Male,High School,Employed,Single,Tier 1,Education,2020-04-06,5.74,Middle ($2.5k-$6k)
CUST-07959,45,35-49,Male,Associate,Employed,Married,Tier 2,Education,2022-05-13,3.64,Middle ($2.5k-$6k)
CUST-07960,35,35-49,Female,High School,Employed,Divorced,Tier 2,Management/Executive,2024-09-17,1.29,Middle ($2.5k-$6k)
CUST-07961,74,65+,Male,High School,Employed,Married,Tier 2,Education,2020-06-06,5.57,Middle ($2.5k-$6k)
CUST-07962,45,35-49,Female,Bachelor'S,Employed,Married,Tier 3,Trades/Manufacturing,2021-02-16,4.87,Upper-Middle ($6k-$10k)
CUST-07963,68,65+,Female,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2021-05-15,4.63,Low (<$2.5k)
CUST-07964,73,65+,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2022-12-06,3.07,Upper-Middle ($6k-$10k)
CUST-07965,44,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Education,2021-11-15,4.13,Upper-Middle ($6k-$10k)
CUST-07966,49,35-49,Female,Doctorate,Employed,Married,Tier 1,Healthcare,2022-06-12,3.55,High (>$10k)
CUST-07967,64,50-64,Female,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2019-08-20,6.37,Upper-Middle ($6k-$10k)
CUST-07968,26,25-34,Female,Bachelor'S,Employed,Married,Tier 3,Healthcare,2019-03-18,6.79,Middle ($2.5k-$6k)
CUST-07969,57,50-64,Female,High School,Self-Employed,Single,Tier 2,Software/Tech,2020-10-01,5.25,Middle ($2.5k-$6k)
CUST-07970,49,35-49,Male,High School,Employed,Married,Tier 1,Healthcare,2019-09-18,6.29,Middle ($2.5k-$6k)
CUST-07971,37,35-49,Male,Bachelor'S,Self-Employed,Married,Tier 3,Retail/Hospitality,2021-02-05,4.9,Middle ($2.5k-$6k)
CUST-07972,45,35-49,Female,Associate,Employed,Married,Tier 1,Software/Tech,2022-10-04,3.24,Upper-Middle ($6k-$10k)
CUST-07973,50,50-64,Female,Bachelor'S,Employed,Single,Tier 2,Education,2018-09-13,7.3,Middle ($2.5k-$6k)
CUST-07974,21,18-24,Female,High School,Employed,Single,Tier 2,Software/Tech,2020-02-28,5.84,Middle ($2.5k-$6k)
CUST-07975,63,50-64,Female,Master'S,Employed,Single,Tier 2,Healthcare,2022-03-30,3.76,High (>$10k)
CUST-07976,74,65+,Male,Doctorate,Employed,Married,Tier 1,Healthcare,2024-02-11,1.89,High (>$10k)
CUST-07977,51,50-64,Male,Associate,Employed,Married,Tier 2,Software/Tech,2024-08-09,1.39,Upper-Middle ($6k-$10k)
CUST-07978,65,65+,Female,Master'S,Retired,Divorced,Tier 1,Retired,2024-08-12,1.39,High (>$10k)
CUST-07979,20,18-24,Male,Master'S,Student,Married,Tier 2,Student,2024-04-21,1.69,Low (<$2.5k)
CUST-07980,43,35-49,Female,Doctorate,Employed,Married,Tier 3,Finance/Banking,2024-08-10,1.39,High (>$10k)
CUST-07981,25,25-34,Male,Associate,Self-Employed,Single,Tier 1,Finance/Banking,2024-01-15,1.96,Middle ($2.5k-$6k)
CUST-07982,23,18-24,Female,Bachelor'S,Self-Employed,Single,Tier 2,Software/Tech,2023-04-19,2.7,Middle ($2.5k-$6k)
CUST-07983,33,25-34,Female,High School,Employed,Single,Tier 2,Retail/Hospitality,2018-03-22,7.78,Low (<$2.5k)
CUST-07984,41,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2018-02-23,7.85,Upper-Middle ($6k-$10k)
CUST-07985,65,65+,Male,Bachelor'S,Employed,Married,Tier 2,Healthcare,2024-03-21,1.78,Upper-Middle ($6k-$10k)
CUST-07986,56,50-64,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2023-05-07,2.65,High (>$10k)
CUST-07987,47,35-49,Non-Binary,High School,Employed,Single,Tier 1,Software/Tech,2021-09-24,4.27,Upper-Middle ($6k-$10k)
CUST-07988,62,50-64,Female,Master'S,Employed,Married,Tier 2,Software/Tech,2023-01-17,2.95,High (>$10k)
CUST-07989,30,25-34,Male,Bachelor'S,Self-Employed,Married,Tier 3,Software/Tech,2023-08-14,2.38,Middle ($2.5k-$6k)
CUST-07990,22,18-24,Male,High School,Employed,Married,Tier 2,Healthcare,2020-11-27,5.09,Middle ($2.5k-$6k)
CUST-07991,42,35-49,Male,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2024-06-19,1.53,Upper-Middle ($6k-$10k)
CUST-07992,37,35-49,Male,Master'S,Employed,Married,Tier 2,Retail/Hospitality,2022-11-03,3.16,Upper-Middle ($6k-$10k)
CUST-07993,71,65+,Female,Doctorate,Employed,Married,Tier 2,Software/Tech,2023-04-28,2.68,High (>$10k)
CUST-07994,35,35-49,Female,Bachelor'S,Self-Employed,Married,Tier 1,Other,2020-11-20,5.11,Middle ($2.5k-$6k)
CUST-07995,64,50-64,Male,High School,Employed,Single,Tier 2,Finance/Banking,2022-11-22,3.11,Middle ($2.5k-$6k)
CUST-07996,35,35-49,Male,High School,Employed,Divorced,Tier 2,Finance/Banking,2019-02-09,6.89,Middle ($2.5k-$6k)
CUST-07997,19,18-24,Male,High School,Student,Single,Tier 2,Student,2023-02-13,2.88,Low (<$2.5k)
CUST-07998,27,25-34,Female,High School,Unemployed,Divorced,Tier 2,Unemployed,2019-08-06,6.4,Low (<$2.5k)
CUST-07999,72,65+,Female,Associate,Retired,Married,Tier 2,Retired,2020-11-15,5.13,Middle ($2.5k-$6k)
CUST-08000,62,50-64,Female,Associate,Employed,Married,Tier 2,Education,2023-09-07,2.32,Middle ($2.5k-$6k)
CUST-08001,67,65+,Male,High School,Retired,Married,Tier 2,Retired,2021-10-19,4.2,Middle ($2.5k-$6k)
CUST-08002,64,50-64,Female,Master'S,Employed,Divorced,Tier 2,Other,2018-05-21,7.61,Upper-Middle ($6k-$10k)
CUST-08003,29,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Management/Executive,2023-01-25,2.93,Upper-Middle ($6k-$10k)
CUST-08004,64,50-64,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2022-09-13,3.3,High (>$10k)
CUST-08005,30,25-34,Female,Associate,Self-Employed,Married,Tier 1,Software/Tech,2024-03-28,1.76,Middle ($2.5k-$6k)
CUST-08006,67,65+,Female,Bachelor'S,Employed,Divorced,Tier 3,Finance/Banking,2019-07-04,6.49,High (>$10k)
CUST-08007,64,50-64,Male,Associate,Employed,Single,Tier 1,Retail/Hospitality,2020-02-04,5.91,Middle ($2.5k-$6k)
CUST-08008,74,65+,Male,Bachelor'S,Employed,Widowed,Tier 1,Retail/Hospitality,2019-04-14,6.72,Middle ($2.5k-$6k)
CUST-08009,72,65+,Male,Bachelor'S,Retired,Widowed,Tier 3,Retired,2019-10-24,6.19,Middle ($2.5k-$6k)
CUST-08010,28,25-34,Male,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2022-04-11,3.72,Upper-Middle ($6k-$10k)
CUST-08011,36,35-49,Female,Master'S,Employed,Married,Tier 3,Software/Tech,2019-07-29,6.43,High (>$10k)
CUST-08012,52,50-64,Female,Master'S,Employed,Single,Tier 2,Retail/Hospitality,2021-01-20,4.94,Upper-Middle ($6k-$10k)
CUST-08013,56,50-64,Male,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2024-03-06,1.82,Upper-Middle ($6k-$10k)
CUST-08014,70,65+,Male,High School,Retired,Married,Tier 2,Retired,2023-10-10,2.23,Middle ($2.5k-$6k)
CUST-08015,43,35-49,Male,Master'S,Employed,Married,Tier 1,Finance/Banking,2018-01-21,7.94,Upper-Middle ($6k-$10k)
CUST-08016,63,50-64,Female,Bachelor'S,Self-Employed,Married,Tier 2,Other,2021-01-20,4.94,Upper-Middle ($6k-$10k)
CUST-08017,31,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2023-02-17,2.87,Upper-Middle ($6k-$10k)
CUST-08018,71,65+,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2023-07-31,2.42,Middle ($2.5k-$6k)
CUST-08019,62,50-64,Male,High School,Employed,Single,Tier 2,Retail/Hospitality,2018-11-11,7.14,Middle ($2.5k-$6k)
CUST-08020,61,50-64,Female,High School,Employed,Married,Tier 3,Finance/Banking,2018-02-15,7.87,Middle ($2.5k-$6k)
CUST-08021,41,35-49,Female,High School,Self-Employed,Married,Tier 2,Finance/Banking,2022-07-12,3.47,Middle ($2.5k-$6k)
CUST-08022,58,50-64,Female,High School,Employed,Single,Tier 1,Healthcare,2021-07-09,4.48,Middle ($2.5k-$6k)
CUST-08023,18,18-24,Female,Bachelor'S,Employed,Single,Tier 2,Education,2023-04-24,2.69,Middle ($2.5k-$6k)
CUST-08024,68,65+,Female,High School,Retired,Married,Tier 2,Retired,2022-07-12,3.47,Middle ($2.5k-$6k)
CUST-08025,60,50-64,Female,Master'S,Employed,Divorced,Tier 2,Finance/Banking,2023-05-07,2.65,Upper-Middle ($6k-$10k)
CUST-08026,72,65+,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2021-08-01,4.42,Upper-Middle ($6k-$10k)
CUST-08027,39,35-49,Male,Associate,Unemployed,Single,Tier 2,Unemployed,2024-04-11,1.72,Low (<$2.5k)
CUST-08028,40,35-49,Male,High School,Self-Employed,Married,Tier 2,Finance/Banking,2019-07-20,6.45,Upper-Middle ($6k-$10k)
CUST-08029,73,65+,Female,Bachelor'S,Retired,Widowed,Tier 1,Retired,2023-05-27,2.6,Upper-Middle ($6k-$10k)
CUST-08030,71,65+,Female,High School,Retired,Married,Tier 2,Retired,2020-05-30,5.59,Middle ($2.5k-$6k)
CUST-08031,36,35-49,Male,Bachelor'S,Self-Employed,Single,Tier 3,Management/Executive,2024-01-20,1.95,High (>$10k)
CUST-08032,35,35-49,Female,Master'S,Employed,Single,Tier 1,Retail/Hospitality,2022-04-11,3.72,Middle ($2.5k-$6k)
CUST-08033,29,25-34,Female,Bachelor'S,Employed,Single,Tier 1,Healthcare,2021-12-15,4.04,Middle ($2.5k-$6k)
CUST-08034,72,65+,Female,High School,Retired,Single,Tier 3,Retired,2023-05-22,2.61,Middle ($2.5k-$6k)
CUST-08035,45,35-49,Female,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2018-10-21,7.2,Upper-Middle ($6k-$10k)
CUST-08036,45,35-49,Non-Binary,Associate,Employed,Married,Tier 1,Software/Tech,2020-08-03,5.41,Upper-Middle ($6k-$10k)
CUST-08037,50,50-64,Male,High School,Self-Employed,Widowed,Tier 2,Education,2023-05-04,2.66,Middle ($2.5k-$6k)
CUST-08038,36,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2020-05-30,5.59,Middle ($2.5k-$6k)
CUST-08039,45,35-49,Female,Master'S,Unemployed,Married,Tier 2,Unemployed,2018-12-29,7.01,Low (<$2.5k)
CUST-08040,69,65+,Male,Associate,Retired,Married,Tier 1,Retired,2018-08-10,7.39,Middle ($2.5k-$6k)
CUST-08041,66,65+,Male,Master'S,Retired,Married,Tier 2,Retired,2018-03-24,7.77,Upper-Middle ($6k-$10k)
CUST-08042,54,50-64,Female,High School,Employed,Single,Tier 3,Management/Executive,2019-09-13,6.3,Middle ($2.5k-$6k)
CUST-08043,43,35-49,Female,High School,Employed,Single,Tier 2,Trades/Manufacturing,2023-08-11,2.39,Middle ($2.5k-$6k)
CUST-08044,52,50-64,Female,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2021-04-11,4.72,High (>$10k)
CUST-08045,51,50-64,Male,High School,Employed,Married,Tier 2,Finance/Banking,2024-11-04,1.16,Upper-Middle ($6k-$10k)
CUST-08046,52,50-64,Female,Associate,Employed,Divorced,Tier 2,Education,2019-08-16,6.38,Middle ($2.5k-$6k)
CUST-08047,57,50-64,Male,High School,Employed,Married,Tier 2,Management/Executive,2023-11-22,2.11,Upper-Middle ($6k-$10k)
CUST-08048,33,25-34,Male,Associate,Employed,Married,Tier 3,Retail/Hospitality,2023-03-15,2.8,Middle ($2.5k-$6k)
CUST-08049,55,50-64,Female,Associate,Self-Employed,Single,Tier 1,Software/Tech,2023-03-21,2.78,Upper-Middle ($6k-$10k)
CUST-08050,30,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Education,2022-02-21,3.86,Middle ($2.5k-$6k)
CUST-08051,40,35-49,Male,Bachelor'S,Employed,Widowed,Tier 1,Software/Tech,2020-03-09,5.81,Upper-Middle ($6k-$10k)
CUST-08052,71,65+,Female,Doctorate,Retired,Married,Tier 1,Retired,2018-10-21,7.2,Upper-Middle ($6k-$10k)
CUST-08053,39,35-49,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2021-07-25,4.44,High (>$10k)
CUST-08054,33,25-34,Female,Bachelor'S,Employed,Widowed,Tier 3,Retail/Hospitality,2018-08-01,7.42,Upper-Middle ($6k-$10k)
CUST-08055,45,35-49,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2019-04-15,6.71,Upper-Middle ($6k-$10k)
CUST-08056,65,65+,Non-Binary,Master'S,Retired,Married,Tier 1,Retired,2021-02-12,4.88,Upper-Middle ($6k-$10k)
CUST-08057,52,50-64,Male,Associate,Unemployed,Married,Tier 2,Unemployed,2021-04-01,4.75,Low (<$2.5k)
CUST-08058,62,50-64,Female,Associate,Employed,Married,Tier 2,Healthcare,2018-07-09,7.48,Middle ($2.5k-$6k)
CUST-08059,63,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2018-09-30,7.25,Upper-Middle ($6k-$10k)
CUST-08060,25,25-34,Female,High School,Employed,Single,Tier 1,Other,2020-09-22,5.27,Middle ($2.5k-$6k)
CUST-08061,61,50-64,Male,Master'S,Employed,Widowed,Tier 1,Finance/Banking,2023-10-13,2.22,Upper-Middle ($6k-$10k)
CUST-08062,72,65+,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2022-03-12,3.81,Upper-Middle ($6k-$10k)
CUST-08063,72,65+,Female,Associate,Retired,Single,Tier 1,Retired,2022-04-08,3.73,Middle ($2.5k-$6k)
CUST-08064,39,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2019-08-09,6.4,Upper-Middle ($6k-$10k)
CUST-08065,38,35-49,Male,Associate,Employed,Divorced,Tier 3,Software/Tech,2019-02-15,6.87,Middle ($2.5k-$6k)
CUST-08066,43,35-49,Male,Doctorate,Employed,Single,Tier 2,Healthcare,2021-11-28,4.09,High (>$10k)
CUST-08067,57,50-64,Female,Doctorate,Employed,Married,Tier 2,Finance/Banking,2024-06-19,1.53,High (>$10k)
CUST-08068,38,35-49,Male,Bachelor'S,Employed,Divorced,Tier 1,Education,2019-03-30,6.76,Middle ($2.5k-$6k)
CUST-08069,42,35-49,Male,High School,Employed,Single,Tier 3,Other,2024-03-15,1.8,Middle ($2.5k-$6k)
CUST-08070,58,50-64,Male,Associate,Employed,Single,Tier 3,Healthcare,2020-01-20,5.95,Upper-Middle ($6k-$10k)
CUST-08071,18,18-24,Female,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2023-12-16,2.04,Upper-Middle ($6k-$10k)
CUST-08072,23,18-24,Female,Master'S,Self-Employed,Married,Tier 3,Education,2022-01-15,3.96,Upper-Middle ($6k-$10k)
CUST-08073,40,35-49,Male,High School,Employed,Single,Tier 3,Education,2020-02-09,5.89,Middle ($2.5k-$6k)
CUST-08074,68,65+,Male,High School,Employed,Married,Tier 3,Education,2019-03-22,6.78,Middle ($2.5k-$6k)
CUST-08075,40,35-49,Male,High School,Unemployed,Divorced,Tier 1,Unemployed,2019-12-02,6.08,Low (<$2.5k)
CUST-08076,60,50-64,Male,Bachelor'S,Unemployed,Married,Tier 3,Unemployed,2019-03-25,6.77,Low (<$2.5k)
CUST-08077,60,50-64,Male,Master'S,Employed,Married,Tier 1,Software/Tech,2023-11-24,2.1,High (>$10k)
CUST-08078,40,35-49,Female,High School,Employed,Divorced,Tier 1,Healthcare,2019-09-22,6.28,Middle ($2.5k-$6k)
CUST-08079,49,35-49,Female,High School,Employed,Single,Tier 1,Healthcare,2022-12-26,3.01,Middle ($2.5k-$6k)
CUST-08080,47,35-49,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2018-09-06,7.32,Middle ($2.5k-$6k)
CUST-08081,30,25-34,Male,Master'S,Self-Employed,Single,Tier 1,Software/Tech,2022-07-11,3.47,Upper-Middle ($6k-$10k)
CUST-08082,60,50-64,Female,Master'S,Employed,Married,Tier 2,Trades/Manufacturing,2020-06-12,5.55,Upper-Middle ($6k-$10k)
CUST-08083,35,35-49,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2018-08-04,7.41,Middle ($2.5k-$6k)
CUST-08084,40,35-49,Female,High School,Self-Employed,Single,Tier 1,Education,2022-09-14,3.3,Middle ($2.5k-$6k)
CUST-08085,32,25-34,Female,Associate,Employed,Married,Tier 3,Software/Tech,2024-05-05,1.66,Middle ($2.5k-$6k)
CUST-08086,50,50-64,Male,Doctorate,Employed,Single,Tier 1,Finance/Banking,2023-04-16,2.71,Upper-Middle ($6k-$10k)
CUST-08087,38,35-49,Male,Doctorate,Employed,Married,Tier 1,Trades/Manufacturing,2019-03-29,6.76,High (>$10k)
CUST-08088,74,65+,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2019-04-11,6.72,Upper-Middle ($6k-$10k)
CUST-08089,56,50-64,Male,Bachelor'S,Unemployed,Married,Tier 1,Unemployed,2024-11-11,1.14,Low (<$2.5k)
CUST-08090,40,35-49,Male,Doctorate,Employed,Single,Tier 2,Retail/Hospitality,2022-03-21,3.78,Upper-Middle ($6k-$10k)
